1914-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
1914-2,0.041237113,0.010309278,0,0.010309278,0.072164948,0.010309278,0.051546392,0,0,0,0,0,0.082474227,0,0,0,0.072164948,0,0,0,0,0,0,0.082474227,0
1914-3,0.19318182,0,0,0,0.034090909,0,0,0,0,0,0,0,0.011363636,0.068181818,0,0,0,0,0,0.125,0,0.045454545,0,0,0
1914-4,0.0093457944,0,0,0,0.051401869,0.0093457944,0.0093457944,0,0,0.03271028,0,0,0.074766355,0.018691589,0.0046728972,0.0046728972,0.046728972,0,0,0.070093458,0,0.0093457944,0,0,0.051401869
1914-5,0.072727273,0,0,0,0,0,0,0,0,0,0.0090909091,0,0.045454545,0,0,0,0.11818182,0.054545455,0.045454545,0,0,0.063636364,0,0,0
1914-6,0,0,0,0,0,0,0.03030303,0.080808081,0,0,0,0.02020202,0.035353535,0.03030303,0.070707071,0,0.025252525,0.015151515,0.050505051,0,0.02020202,0,0.02020202,0,0.045454545
1914-7,0,0,0,0,0.0092592593,0.0092592593,0,0,0,0,0,0,0.10185185,0,0,0,0.083333333,0,0,0,0,0.12037037,0.0092592593,0,0.037037037
1914-8,0.042682927,0,0.018292683,0,0,0.085365854,0,0.012195122,0,0,0,0.06097561,0.073170732,0,0,0,0.079268293,0,0,0,0,0,0.024390244,0,0.067073171
1914-9,0,0,0,0.058823529,0.15686275,0,0,0,0,0,0,0,0.019607843,0,0.019607843,0,0,0,0,0,0.058823529,0,0.058823529,0,0
1914-10,0.054545455,0,0,0,0.0045454545,0.059090909,0,0,0,0,0,0,0,0.054545455,0.059090909,0,0.068181818,0,0.018181818,0,0,0.027272727,0,0.045454545,0.063636364
1914-11,0,0,0,0,0.10322581,0,0.019354839,0,0,0.0064516129,0,0,0.051612903,0.012903226,0.090322581,0.032258065,0.0064516129,0,0,0.058064516,0.038709677,0,0,0.0064516129,0.04516129
1914-12,0.0058479532,0,0.011695906,0.052631579,0,0,0.035087719,0.023391813,0,0,0,0,0.10526316,0,0.01754386,0,0.12280702,0,0.011695906,0,0,0.040935673,0,0,0.0058479532
1914-13,0,0,0,0,0.017647059,0.058823529,0,0.041176471,0.023529412,0,0,0,0,0,0,0,0.064705882,0.011764706,0.064705882,0,0.0058823529,0.041176471,0.017647059,0.0058823529,0.12941176
1914-14,0.054421769,0,0.013605442,0.081632653,0,0,0.068027211,0.06122449,0,0,0,0,0.047619048,0,0,0,0.0068027211,0.040816327,0.12244898,0,0,0,0,0.013605442,0
1914-15,0,0.0042735043,0,0,0,0,0.05982906,0,0.021367521,0,0,0.0085470085,0.042735043,0.0085470085,0.051282051,0,0,0.038461538,0.051282051,0,0,0,0,0.02991453,0.12393162
1914-16,0.0044052863,0.0044052863,0.022026432,0.017621145,0,0.013215859,0.0088105727,0.026431718,0.0044052863,0.052863436,0,0,0.030837004,0.0044052863,0,0.0044052863,0.079295154,0,0.14096916,0,0,0,0.017621145,0,0.061674009
1914-17,0,0,0,0,0.13793103,0,0,0,0,0.034482759,0,0,0.31034483,0,0,0,0,0,0,0.034482759,0,0.13793103,0,0.034482759,0
1914-18,0.059259259,0,0,0.037037037,0,0,0.014814815,0,0,0,0.11111111,0,0,0,0.074074074,0.022222222,0,0,0,0.022222222,0.02962963,0.0074074074,0,0.0074074074,0.0074074074
1914-19,0.065693431,0,0,0.01459854,0.040145985,0.010948905,0,0,0,0,0.040145985,0,0.087591241,0,0,0,0,0,0.087591241,0,0.01459854,0.040145985,0.032846715,0,0.032846715
1914-20,0,0,0,0.0625,0,0,0,0,0,0,0,0,0.080357143,0,0,0,0.080357143,0,0,0,0.0089285714,0.13392857,0,0,0.053571429
1914-21,0,0.34615385,0,0,0.076923077,0.038461538,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0
1914-22,0,0.15441176,0,0,0.095588235,0,0,0,0,0.0073529412,0,0,0.14705882,0,0,0,0.051470588,0,0,0,0,0,0,0,0
1914-23,0,0,0,0,0,0,0.045454545,0,0,0.027272727,0,0,0.16363636,0,0.018181818,0,0,0,0,0.081818182,0,0,0,0,0.10909091
1914-24,0,0.056179775,0,0,0.082397004,0,0,0.033707865,0,0.02247191,0,0,0.12359551,0,0.059925094,0,0,0.0037453184,0,0.04494382,0,0,0,0,0
1914-25,0.03030303,0.13636364,0,0.022727273,0.03030303,0.0075757576,0.015151515,0,0,0.083333333,0,0,0,0,0,0.0075757576,0.060606061,0,0,0,0.022727273,0,0,0.0075757576,0.090909091
1914-26,0,0.057471264,0,0.011494253,0.034482759,0.053639847,0,0,0.0038314176,0.026819923,0.0038314176,0,0.072796935,0,0.053639847,0,0.01532567,0.0038314176,0.042145594,0,0,0.057471264,0,0,0
1914-27,0,0,0,0,0.075757576,0,0,0,0,0.090909091,0,0,0.060606061,0,0.053030303,0,0.03030303,0,0,0.060606061,0,0.03030303,0,0,0.053030303
