word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
cooperation,0.0036826914,0,0,0,0,0.001373312,0,0.0018318373,0,0,0,0.0027681661,0,0.0065783925,0,0,0,0.0057603687,0,0,0,0,0,0,0.0041237113
material,0,0,0,0,0.0023263829,0,0,0,0,0,0,0.00046136101,0,0,0,0,0,0.0011520737,0,0.0018721583,0.000095419847,0.00053282182,0,0,0
foundations,0,0,0,0,0.00051697398,0,0,0.0022897967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consist,-of,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
hasten,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0.00037523452,0,0,0,0,0,0
especial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00057273769
attaching,0,0,0,0,0.00017232466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drawing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00058726803,0,0,0,0,0,0,0,0,0.00068728522
bonds,0,0,0,0.0011648581,0,0,0,0.0010075105,0,0,0,0.00011534025,0,0,0,0,0,0,0.00060037523,0,0,0,0,0,0
readjustments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082551595,0,0,0,0,0,0
inevitably,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012839718,0,0,0,0,0,0.00065758572,0,0
witness,0,0,0,0,0.00068929864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
next,0,0.00025651988,0.0030742955,0.0019005579,0.0043081165,0,0,0,0,0,0.0080499742,0.0023068051,0,0,0,0,0,0,0,0,0.0018129771,0.0010656436,0.0026303429,0.0022670841,0
resumed,0,0,0,0,0,0.00080109865,0.00066852368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034364261
healthful,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0.00022514071,0,0,0,0,0,0
performance,0,0,0,0,0,0.00068665599,0,0,0,0,0,0,0,0.00075904529,0,0,0,0,0,0.000089150397,0.0017175573,0,0,0,0
destined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045028143,0,0,0,0,0,0
interested,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027491409
fix,0,0,0,0,0.00043081165,0,0,0,0.00043335067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
unless,0,0.00017101325,0,0.00079700815,0.0021540582,0,0,0.0028393479,0,0,0,0,0,0,0.0021298061,0,0,0,0,0,0,0.00031969309,0,0,0
view,0,0,0,0.0019618662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018721583,0,0.00010656436,0,0,0.0028636884
font,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
to-day,0,0,0,0,0.00094778563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00068728522
really,0,0,0,0,0,0,0,0,0.00043335067,0,0.00019319938,0,0,0,0,0,0.001497967,0.00092165899,0,0,0.00085877863,0,0,0.0012954766,0
comprehends,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0,0,0,0,0,0
appointed,0.00069672539,0.00042753313,0,0.001348783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fail,0,0,0,0,0,0,0,0,0,0.0004197448,0,0,0,0,0.0045958973,0.00058726803,0,0,0,0,0,0,0,0,0
perceive,0,0,0,0,0,0,0,0,0,0.00033579584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
passion,0,0,0,0,0,0,0,0,0,0,0,0,0.00054166291,0,0,0,0,0,0,0,0,0,0,0,0
genius,0,0,0,0,0.0012924349,0,0,0.00073273493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
displayed,0,0.00017101325,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arts,0,0,0,0,0.0020678959,0,0,0,0.00043335067,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
democracies,0,0,0,0,0,0,0,0.0018318373,0,0.00083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belligerent,0,0.00034202651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
individual,0.001990644,0,0,0,0.0013785973,0,0,0.0035720828,0.0007800312,0,0,0,0.0030694231,0,0,0.0037585154,0,0,0,0.0021396095,0,0,0,0,0
supports,0,0,0,0,0,0.00011444266,0,0,0,0.00083948959,0,0,0,0,0,0,0,0,0,0,0,0,0.0012212306,0,0
uncensored,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
quickens,0,0,0,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
dominion,0,0.00025651988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026745119,0,0,0,0,0
reckoning,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0.00026745119,0,0,0,0,0
agreeable,0,0,0,0,0.00017232466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demand,0,0,0,0,0,0,0,0,0,0,0,0,0.00054166291,0.0024458126,0,0,0,0,0,0,0.0013358779,0,0.0050728041,0,0
undisturbed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022419011,0,0,0,0,0,0,0,0,0,0
resent,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0,0,0,0,0,0
whatever,0.00039812879,0,0,0,0.0043081165,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0.0021312873,0,0,0
insist,0,0,0.00042698548,0,0.00060313631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062405278,0,0.00074595055,0,0,0
prosecuting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033628517,0,0,0,0,0,0,0,0,0,0
self-chosen,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0,0,0,0.00068728522
incidents,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034364261
movements,0,0,0,0,0,0,0,0,0,0.00050369375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021591277,0
affect,0,0,0,0.0003065416,0,0,0,0.00045795933,0,0,0,0,0,0,0.001905616,0,0,0,0,0,0,0,0.0005636449,0,0.00011454754
feel,0,0,0,0.0003065416,0.00094778563,0,0,0,0,0,0,0,0.0016249887,0,0,0,0,0,0,0,0,0,0,0.0012954766,0
wherever,0,0.002052159,0,0.00036784992,0,0,0.00066852368,0,0,0,0,0,0,0,0.00044838023,0,0,0,0,0,0.00047709924,0,0,0,0
tries,0,0,0,0,0.00017232466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paths,0,0.00051303976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partisans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067257034,0,0,0,0,0,0,0,0,0,0
deemed,0,0,0,0,0,0,0,0,0,0,0,0,0.0003611086,0.00033735346,0,0,0,0,0,0,0,0,0,0,0
domination,0,0.00068405301,0,0,0,0,0,0.00045795933,0,0.0014271323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aside,0,0,0,0,0.001033948,0,0,0,0,0,0,0,0,0,0.001905616,0.00058726803,0,0,0,0,0,0,0,0,0
freemen,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0,0,0,0,0,0
asserting,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0,0,0,0,0,0
fiercely,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022419011,0,0,0,0,0,0,0,0,0,0
coercive,0,0,0,0,0,0,0,0,0,0.00016789792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictatorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
establishment,0.00049766099,0,0,0,0,0.00057221332,0,0,0,0,0,0.00057670127,0,0,0,0,0,0.0036866359,0.002326454,0,0,0,0,0,0
continuously,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011209506,0,0,0,0,0,0,0,0,0,0
enemies,0,0.0011115861,0,0,0.00043081165,0,0.00011142061,0,0,0.0048690396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
move,0,0,0.0035866781,0,0,0.00068665599,0,0,0,0,0,0,0,0.0036265497,0,0,0,0,0,0,0.001240458,0.0044757033,0,0,0
citizens,0.0033840948,0,0,0,0,0,0.0047910864,0.0035720828,0.0049401976,0,0,0,0.0069513406,0.0013494138,0.00011209506,0,0.00021399529,0,0,0,0,0,0,0.0085285545,0.00011454754
care,0,0,0,0,0,0,0,0,0.027387762,0,0,0,0,0,0,0.0048155978,0,0,0,0,0,0,0,0,0
constitutions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067257034,0,0,0,0,0,0,0,0,0,0
commanded,0.0001990644,0,0,0,0,0,0,0,0,0,0,0,0.00027083145,0,0,0,0,0,0,0,0,0,0,0,0
bear,0,0,0,0.0011035498,0.0008616233,0,0,0,0,0.0010913365,0,0,0,0,0,0,0,0,0,0.00017830079,0,0,0,0,0
infringed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
lie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016938575,0,0,0,0,0.0018327606
rising,0,0,0,0,0,0,0,0,0,0.0015950302,0.0028335909,0,0,0,0,0.0015268969,0.00085598117,0,0,0,0,0,0.000093940817,0,0
farmers,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006915746,0,0.0028188865,0,0,0.002326454,0,0,0,0,0,0
rose,0,0,0,0,0,0,0,0,0,0,0.00064399794,0,0.000090277151,0,0,0,0,0,0,0,0,0,0.00028182245,0,0
lexington,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guns,0,0,0.0016225448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010309278
disciplined,0,0.00017101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
fight,0,0,0.0023911187,0,0,0,0,0,0,0.0088146407,0,0,0,0,0,0,0.0011769741,0,0,0,0,0.00010656436,0,0,0
effectively,0,0,0,0,0.00017232466,0,0.0010027855,0,0,0,0,0,0.0017152659,0.00059036856,0,0,0,0,0,0,0,0.0017050298,0,0,0
sudden,0,0.00094057289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00093962885,0,0,0,0,0,0,0,0,0
summons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053498823,0,0,0.00035660159,0,0,0,0,0
comes,0,0,0,0,0.0014647596,0,0,0,0,0.0004197448,0,0,0,0,0.00067257034,0,0,0,0,0.0010698048,0.0021946565,0,0,0.00021591277,0
available,0,0,0,0.0017166329,0,0.0030899519,0,0,0.0035534755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027242837,0,0
servant,0,0.000085506627,0,0,0.00077546097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053978193,0
arm,0,0,0,0,0,0,0,0,0,0.00025184688,0,0,0.00072221721,0,0,0,0,0,0,0,0,0,0,0,0
direct,0.00039812879,0,0,0.00049046656,0,0.0018310826,0,0,0,0,0,0,0,0,0,0,0,0,0.0039774859,0,0,0,0,0,0
properly,0,0,0,0.00036784992,0.00043081165,0,0,0,0,0,0,0,0,0,0.002017711,0,0,0,0,0,0,0,0,0,0
secure,-and,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jeopardy,0,0,0,0,0.00043081165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fitted,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0.00057273769
qualified,0,0,0.00025619129,0,0,0,0,0,0,0,0.000064399794,0,0.0003611086,0,0.0007846654,0,0,0,0,0,0,0,0,0,0
chastened,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0,0,0,0
ambition,0,0,0,0,0.00094778563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mind,0,0,0,0.00042915824,0,0,0,0,0,0,0,0,0,0,0,0,0.0010699765,0,0,0.0014264063,0,0,0,0,0.0017182131
plans,0,0,0,0.00085831647,0,0,0,0,0.0020800832,0,0,0,0,0.00084338366,0,0,0,0.0024193548,0,0,0,0.00010656436,0,0,0.0056128293
department,0.00039812879,0,0,0,0,0,0,0,0,0,0,0,0,0.0024458126,0,0,0,0,0.012532833,0,0,0,0,0,0
laid,0,0,0.000085397096,0,0,0,0,0,0,0.0004197448,0,0,0,0,0,0,0.0010699765,0,0,0,0,0,0,0,0.0048109966
soon,0.00069672539,0,0,0,0,0.0014877546,0,0,0,0,0,0,0,0.0014337522,0.0012330456,0,0.0029959341,0,0,0,0,0,0,0,0
scrutinized,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0.00034562212,0,0,0,0,0,0,0
contemplate,0.00079625759,0,0,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
force,0.0015925152,0.0090637024,0,0,0,0,0.0031197772,0.0023813885,0,0.0010913365,0,0,0,0,0,0,0,0.0011520737,0.0015009381,0.0024962111,0,0,0,0,0
five,0,0,0,0,0.00008616233,0,0,0,0.0019067429,0,0.0023827924,0.00011534025,0,0.0016867673,0,0,0.0038519153,0,0,0,0,0,0,0,0
thousand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038519153,0,0,0,0,0,0,0.00086365108,0
twenty-three,0,0,0,0,0,0.00022888533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
officers,0.0015925152,0,0.00059777968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034562212,0.0024015009,0,0,0,0,0,0
hundred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033628517,0.00023490721,0.0068478493,0,0,0.00044575198,0,0,0,0,0
nine,0,0,0,0.00018392496,0,0,0,0.000091591867,0,0,0,0.00080738178,0,0,0,0,0,0,0,0,0,0.00095907928,0,0,0
eighty-five,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0.00010656436,0,0,0
enlisted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011769741,0,0,0,0,0,0,0,0
seven,0.00089578979,0,0,0,0,0,0,0,0,0,0.0016743946,0,0,0,0,0,0,0,0,0,0,0.00053282182,0,0.0016193458,0
thirty-six,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
thirty-four,0.0002985966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
told,0,0,0,0,0,0,0,0,0,0.00067159167,0,0,0,0,0,0,0.00074898352,0,0.00030018762,0,0,0,0,0.0010795639,0
rank,0.00069672539,0.00025651988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
file,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033628517,0,0,0,0,0,0,0.00021312873,0,0,0
addition,0,0,0,0.0033719576,0,0.0036621653,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifty-two,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
companies,0,0,0,0,0,0,0,0,0.0016467325,0,0,0,0,0,0,0,0,0,0,0,0,0.0022378517,0.00028182245,0,0
artillery,0,0.00059854639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016049647,0,0,0,0,0,0,0,0
engineers,0,0,0,0,0,0.001029984,0,0,0,0,0,0,0,0,0.0011209506,0,0,0,0,0,0,0.00021312873,0,0,0
regiments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0,0,0,0
infantry,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
four,0,0,0,0,0,0.0053788052,0,0,0.00060669093,0,0.0034775889,0,0,0,0,0.0024665257,0,0.0055299539,0,0,0,0.00010656436,0,0.0021591277,0
aero,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
squadrons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042799058,0,0,0,0,0,0,0,0
besides,0,0,0,0.00055177488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019259576,0,0,0,0,0,0,0,0
required,0,0.0018811458,0,0,0.0012924349,0,0,0,0,0,0.0016099948,0,0,0.00016867673,0,0,0,0,0.0030769231,0,0,0,0,0,0
variety,0.00099532199,0,0,0,0,0,0,0.00036636747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extra,0.000099532199,0,0,0,0,0,0,0.0005495512,0,0,0,0,0,0,0,0.00082217524,0,0,0.000075046904,0,0.00047709924,0,0,0,0
ninety-two,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
noncommissioned,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recruiting,0,0.00034202651,0,0,0,0,0.00044568245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
quartermaster,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corps,0,0.00042753313,0,0,0,0,0,0,0,0,0,0,0,0,0.00067257034,0,0,0,0.000075046904,0,0,0.0042625746,0,0,0
hospital,0,0,0,0,0,0,0,0,0.0021667533,0,0,0,0,0,0,0.0018792577,0.00064198588,0,0,0,0,0,0,0,0
ordnance,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
similar,0,0,0,0.00006130832,0,0,0.0016713092,0,0,0,0,0,0,0.0002530151,0,0,0,0,0,0,0,0.0013853367,0,0,0.0025200458
auxiliary,0,0,0,0.00024523328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
additions,0,0,0,0.00049046656,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0,0,0,0
perform,0.000099532199,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0.00064198588,0,0,0.00053490238,0,0,0,0,0.00034364261
continental,0,0.00076955964,0,0,0,0,0,0,0,0,0,0.00046136101,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0.00057273769
borders,0,0.0010260795,0.0014517506,0,0,0,0,0,0,0.00050369375,0,0.00057670127,0,0,0,0,0,0,0,0.00035660159,0,0,0,0,0
interior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00075046904,0,0,0,0,0,0.001489118
posts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053498823,0,0,0,0,0,0,0,0
hawaiian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021312873,0,0,0
islands,0.0010948542,0,0,0,0,0.0033188373,0,0,0,0,0,0,0,0,0,0,0,0.00092165899,0,0,0,0,0,0,0
isthmus,0,0,0,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porto,0.0010948542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rico,0.0012939186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
real,0,0,0,0,0.0039634672,0,0,0.0010075105,0,0.0028542646,0.0030911901,0,0,0,0.0007846654,0,0.0022469506,0,0,0,0,0,0,0,0
plan,0.0030854982,0,0,0,0,0,0,0,0.0070202808,0,0.0018031942,0,0,0,0,0.007751938,0,0,0,0,0.0032442748,0,0,0,0.002978236
contemplates,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033735346,0,0,0.00010699765,0,0.00067542214,0,0,0,0,0,0
supplementing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037523452,0,0,0,0,0,0
increments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
thirty-three,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
period,0,0.0011970928,0,0,0.001033948,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0.0016129032,0.0035272045,0,0,0,0.008736496,0,0
three,0,0,0,0,0,0,0,0,0,0,0.0032199897,0,0,0.0010963988,0,0.0022316185,0.0056708752,0.0039170507,0.0021013133,0,0,0,0,0.0039943863,0
enlistment,0,0.00017101325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serviceable,0,0,0,0,0,0,0,0,0,0,0,0,0.0001805543,0,0,0,0.00064198588,0,0,0,0,0,0,0,0
bind,0,0.00042753313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colors,0,0.00034202651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
periods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00032099294,0.00011520737,0,0,0,0,0,0,0.00068728522
additional,0,0.0017956392,0,0.0058242904,0,0,0,0,0,0,0,0,0,0,0,0.0063424947,0,0,0,0,0,0.00053282182,0,0,0
furlough,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
personal,0,0,0,0,0.0019817336,0,0,0,0.00069336107,0,0.0010303967,0,0,0,0,0.0039934226,0,0,0,0.0014264063,0,0,0,0.00032386916,0
accoutrements,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
equipment,0,0.0029927319,0,0.00098093311,0,0,0,0,0,0,0.00012879959,0,0,0,0,0,0,0.0013824885,0.00045028143,0,0,0,0,0,0
stated,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0.0011209506,0,0,0,0.00067542214,0,0,0,0,0,0
intervals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
convenient,0,0,0,0.00018392496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00035660159,0,0,0,0,0
places,0.000099532199,0,0,0,0,0,0,0,0,0,0,0.00069204152,0,0,0,0,0,0,0,0,0,0.0014919011,0,0.0036705171,0
suitable,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0.00022514071,0,0,0,0.00075152654,0,0
units,0,0.00085506627,0,0,0,0.00057221332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032879286,0,0
annual,0,0,0,0.0021457912,0,0,0,0,0,0,0.002511592,0,0,0,0,0,0,0,0,0.00053490238,0,0,0,0,0
necessarily,0,0,0,0.00098093311,0.00025848699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053490238,0,0,0,0,0
exceed,0,0,0,0.0006130832,0,0,0,0,0,0,0.00057959815,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patriotic,0,0,0,0,0,0,0.00055710306,0,0,0,0,0,0,0,0,0,0,0,0,0.00071320317,0,0,0,0,0
younger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019967113,0,0,0,0,0,0,0,0,0
responded,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033735346,0,0,0,0,0,0.00080235357,0,0,0,0,0
employers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010570825,0,0,0.00015009381,0,0,0.0019181586,0,0,0
employ,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042625746,0,0,0
respond,0,0,0,0,0,0,0,0.00064114307,0,0,0,0,0.00027083145,0,0,0,0,0.0013824885,0,0,0,0,0,0,0
favorable,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059036856,0,0,0,0,0.0014258912,0,0,0,0,0,0
conditions,0.0026873694,0,0,0,0,0.00034332799,0,0,0,0,0,0,0.0020763745,0.0026144893,0,0,0,0,0.008630394,0,0.000095419847,0,0,0,0
devotion,0,0,0,0,0.00068929864,0,0,0,0,0,0,0,0,0,0.00022419011,0,0,0,0.00037523452,0.000089150397,0,0,0,0,0
either,0.0018911118,0,0,0,0,0,0,0,0,0,0,0,0.0027083145,0,0,0,0,0,0.0014258912,0.0016047071,0.00019083969,0,0,0,0
employment,--those,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enlist,0,0,0,0,0,0,0,0,0,0,0,0.00011534025,0,0,0,0,0,0,0,0,0,0.00085251492,0,0,0
experiment,0,0,0,0,0,0,0,0,0,0,0,0,0.00099304866,0,0,0,0,0,0,0,0,0,0,0,0.00057273769
entire,0.00069672539,0,0,0,0,0.0019455253,0,0,0,0,0,0.0012687428,0.0026180374,0,0.0022419011,0.0010570825,0,0,0,0,0,0,0,0,0
absolutely,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0.0015347116,0.000084338366,0.00056047528,0,0,0,0,0,0,0,0,0,0
less,0.0026873694,0.0033347584,0,0,0.0024987076,0,0,0,0,0,0.0041215868,0,0.0001805543,0,0,0,0,0,0.0013508443,0,0,0,0.0043212776,0,0
programme,0,0.00034202651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064198588,0,0,0,0,0,0,0,0
secretary,0,0.00042753313,0,0,0,0,0,0,0,0,0,0.00023068051,0,0.003457873,0,0,0,0,0,0,0,0,0.00075152654,0.001403433,0.0020618557
similarly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037523452,0,0,0,0,0,0.00011454754
involves,0.00099532199,0,0.00034158839,0,0,0,0,0,0,0,0,0,0,0.00042169183,0,0.00023490721,0.00010699765,0,0,0,0,0,0,0,0
shortening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022909507
matured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0.00034364261
