word,topic0,topic1,topic2,topic3,topic4,topic5,topic6,topic7,topic8,topic9,topic10,topic11,topic12,topic13,topic14,topic15,topic16,topic17,topic18,topic19,topic20,topic21,topic22,topic23,topic24
probation,0,0,0.000085397096,0.00024523328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
disciplinary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
barracks,0,0,0,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leavenworth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
restriction,0.00069672539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
physique,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discovering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044838023,0,0,0,0,0,0,0,0,0,0
attributable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
occupy,0.0002985966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00080645161,0,0,0,0,0.000093940817,0,0
commanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022909507
third-class,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
promised,0,0,0,0,0,0.00022888533,0,0.0008243268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043182554,0
commissions--congressional,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
harassment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0,0,0
presentation,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
enlivens,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curtailed,0,0,0,0.00049046656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
single-headed,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quasi-legislative,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
quasi-judicial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
distillation,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overlap,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00042169183,0,0,0,0,0,0,0,0,0,0,0
searchlight,0,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grouped,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002530151,0,0,0,0,0,0,0,0,0,0,0
officer,0,0,0,0,0,0,0,0,0,0.0004197448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delegate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021591277,0
collaborate,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcohol,0.0001990644,0,0,0,0,0.00011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
legalized,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beverages,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
modifying,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petty,0,0,0,0,0.00017232466,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0.00019083969,0,0,0,0
prosecutions,0,0,0,0.00018392496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cured,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0.000075046904,0,0,0,0,0,0
reorganizing,0.00039812879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
border,0,0,0.0023911187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patrol,0,0,0.00059777968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sharply,0,0,0,0,0,0,0,0,0,0,0.00032199897,0,0,0,0.00067257034,0,0,0,0,0,0,0,0,0,0
shortcomings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059036856,0,0,0,0,0,0,0,0,0,0.00021591277,0
subcommittees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
contributory,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0.00035236082,0,0,0,0,0,0,0,0,0
investigators,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
weed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031969309,0,0,0
examining,0.00059719319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prosecutors,0,0,0.00051238258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
week,0,0,0,0,0,0,0,0,0,0.00025184688,0.0014811953,0,0,0,0,0,0,0,0,0,0,0,0,0.0016193458,0
dramatic,0,0,0,0,0,0,0,0.0005495512,0.00060669093,0,0,0,0,0,0,0,0,0,0,0,0,0.00074595055,0,0,0
dockets,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
marshals,0,0,0.00025619129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clog,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015267176,0.00085251492,0,0,0
reenforce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
mechanism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001033349,0,0
obey,0,0,0.00042698548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
undermines,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
conceal,0,0,0.000085397096,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lawbreaker,0,0,0,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
whoever,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gloss,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unpleasant,0,0,0.000085397096,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
condones,0,0,0.00017079419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
traffics,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lax,0,0,0.00025619129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
citizenship--in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
right-minded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
upheld,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
awakening,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034562212,0,0,0,0,0,0,0
refuted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
cynicism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0.00021399529,0,0,0,0,0,0,0.00032386916,0
convict,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defied,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033628517,0,0,0,0,0,0,0,0,0,0
rightfulness,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
individuality,0,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
religious,0,0,0.001793339,0,0,0,0,0.0011906943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faiths,0,0,0,0,0,0,0.00044568245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comply,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
overspeculation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011454754
dislocations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070472163,0,0,0,0,0,0,0,0,0
readjusted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
overproduction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052532833,0,0,0,0,0,0
silver,0,0,0.00025619129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
zinc,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0.000093940817,0,0
cumulative,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005636449,0,0
crises,0,0,0,0,0,0,0,0,0,0,0,0.0011534025,0.001173603,0,0,0,0,0,0,0,0,0,0,0,0
farther,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0.00011520737,0,0,0,0,0,0,0
afield,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drought--have,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
prolong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030018762,0,0,0,0,0,0
deepen,0,0,0.000085397096,0,0,0,0,0,0,0.000083948959,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
percentages,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
department-store,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mineral,0,0,0,0,0,0.0011444266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prices--all,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
indexes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
readjusting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021399529,0,0,0,0,0,0,0,0
richer,0,0,0,0,0.00051697398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronouncement,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044575198,0,0,0,0,0
healed,0,0,0,0,0,0,0,0,0.000086670133,0,0,0,0,0,0,0,0,0,0,0.00017830079,0,0,0,0,0
cells,0,0,0,0,0,0,0,0,0,0.00083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
body--the,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mitigated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0,0,0
self-reliance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053490238,0,0,0.00018788163,0,0
hoard,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recreations,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
sturdiness,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
responding,0,0,0.000085397096,0,0,0,0,0.00045795933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses,0,0,0,0,0.00025848699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depressions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052532833,0,0,0,0,0,0
betterment,0,0,0,0,0,0.00045777066,0,0,0,0,0,0,0,0,0,0.00058726803,0,0,0,0,0,0,0,0,0
advises,0,0,0,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
magnificent,0.000099532199,0,0,0,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0.00080235357,0,0,0,0,0
workpeople,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
deserving,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00076335878,0,0,0,0
suffers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046970409,0,0
mayors,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050603019,0,0,0,0,0,0,0,0,0,0,0
statistical,0,0,0,0,0,0,0,0,0,0,0.00019319938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breadwinners,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010656436,0,0,0
weigh,0.00039812879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shipbuilders,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023041475,0,0,0,0,0,0,0
commonsense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0.00063938619,0,0,0
defeats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000093940817,0,0
acceleration,0,0,0,0.0003065416,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
faster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046981442,0,0,0,0,0,0.0015984655,0.000093940817,0,0
acquirements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
letting,0,0,0,0,0.00043081165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eventuality,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accelerate,0.0001990644,0,0.00025619129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046970409,0,0
therewith,0,0,0,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
federal-highway,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
distributable,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assures,0,0,0,0,0,0,0,0.00036636747,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
nonferrous,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metals,0,0,0,0,0,0,0,0,0,0,0,0.00023068051,0,0.0002530151,0,0,0,0,0,0,0,0,0,0,0.00011454754
minneapolis,0,0,0.000085397096,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
winnipeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
buenos,0,0,0,0,0,0,0,0,0,0,0.00012879959,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
aires,0,0,0,0,0,0,0.00011142061,0,0,0,0.00012879959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butter,0,0,0,0,0,0,0,0,0,0,0.00012879959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
copenhagen,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bordering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
potomac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00043182554,0
montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00021591277,0
oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064773831,0
texas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064773831,0
pasturage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
chairmanship,0,0,0,0.00012261664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bankers,0,0,0,0,0,0,0.00033426184,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
subsidiary,0.000099532199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feed,0,0,0.00025619129,0,0,0,0,0,0,0.00033579584,0,0,0,0,0,0,0,0,0.00037523452,0,0,0,0.00018788163,0,0
countrymen,0,0,0,0.00006130832,0,0,0.00011142061,0,0,0,0,0,0,0,0,0,0,0,0,0.00026745119,0,0,0,0,0
forecast,0,0,0,0,0,0,0,0,0,0,0.00025759918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
severity,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adversely,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
repayments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015009381,0,0,0,0,0,0
deferments,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
present-year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
speeding,0,0,0,0.00018392496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031969309,0,0,0
defer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022514071,0,0,0,0,0,0
seventy-first,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
sittings,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
reapportionment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
allowances,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046981442,0,0,0,0,0,0,0.00093940817,0,0
narcotics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052532833,0,0,0,0,0,0
partially,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0.0002530151,0,0,0,0,0,0,0,0,0,0,0
sitting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00028625954,0,0,0.00086365108,0
bus,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064773831,0
antitrust,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082551595,0,0,0,0,0,0
sherman,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
impoverishes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
operator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
impoverish,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
capital-gains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
impede,0,0,0,0,0,0,0.00044568245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issuing,0,0.000085506627,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
visas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030018762,0,0,0,0,0,0
pursuance,0,0,0,0,0,0,0,0,0,0,0.00012879959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instructed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052532833,0,0,0,0,0,0
applicants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
deportation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00064198588,0,0,0,0,0,0,0,0
rid,0,0,0,0,0,0,0,0,0,0.00025184688,0.00012879959,0,0,0,0,0,0,0,0,0,0.00076335878,0.00031969309,0,0,0
foreign-born,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010699765,0,0,0,0,0,0,0,0
residents,0,0,0,0.00012261664,0,0,0,0,0,0,0,0,0.00045138575,0,0,0,0,0,0,0,0,0,0,0,0
deferment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
administrations,0,0,0.00059777968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
administrator,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0.00033735346,0,0,0,0,0,0,0,0,0,0,0
stamping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
communicable,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retrospect,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0,0,0,0.000075046904,0,0,0,0,0,0
mitigation,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
cordiality,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000084338366,0,0,0,0,0,0,0,0,0,0,0
brazil,0,0,0,0,0,0,0.00033426184,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
argentina,0,0,0,0,0,0,0.00044568245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
protocols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
transmit,0,0,0,0.00018392496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00060037523,0,0,0,0,0,0
strains,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00070472163,0,0.00046082949,0,0,0,0,0,0,0
stresses,0,0.00017101325,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
discovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010699765,0,0,0,0,0,0,0,0
invention,0.000099532199,0,0,0,0.00025848699,0,0,0.00018318373,0,0.000083948959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
recurrent,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
transitory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000089150397,0,0,0,0,0
virility,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
postponements,0,0.000085506627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parities,0,0,0,0.00006130832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regain,0,0.00042753313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011745361,0,0,0,0,0,0,0,0,0
deepened,0,0,0,0,0,0,0,0,0,0,0.000064399794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
collapse,0,0,0,0,0,0,0,0,0,0.00016789792,0,0,0,0,0,0,0,0,0,0,0,0,0.00065758572,0,0.00022909507
panics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018788163,0,0
dumping,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
external,0,0.00076955964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037576327,0,0
roots,0,0,0,0,0,0,0,0,0,0.0004197448,0,0,0,0,0,0.00082217524,0,0,0,0.000089150397,0,0,0,0,0
reacted,0,0,0,0,0,0,0,0,0.000086670133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
localize,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011520737,0,0,0,0,0,0,0
ameliorate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022514071,0,0,0,0,0,0
pressures,0,0,0,0,0,0,0.00055710306,0,0,0,0.0016099948,0,0,0,0,0.00046981442,0,0,0.00022514071,0,0,0,0,0,0
avert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023490721,0,0,0,0,0,0,0,0,0
disasters,0,0,0,0,0,0,0,0.000091591867,0,0,0,0,0,0,0,0.00093962885,0,0,0,0,0,0,0,0,0
panic,0,0,0,0,0.00008616233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00065758572,0,0
apprehensions,0,0,0,0,0,0,0,0,0,0,0,0,0.000090277151,0,0,0,0,0,0,0,0,0,0,0,0
demoralized,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016867673,0,0,0,0,0,0,0,0,0,0,0
year's,0,0,0,0,0,0,0,0,0,0,0.002189593,0,0,0,0,0.00035236082,0,0,0,0.00053490238,0,0,0,0,0
intergovernmental,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059036856,0,0,0,0,0,0,0,0,0,0,0
forwarded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011209506,0,0,0,0,0,0,0,0,0,0
cushion,0,0,0,0,0,0.00034332799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inventories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084546736,0,0
